a_key	a_name	b_key	b_name	signal	score	verdict	basis_relations
חוק בדבר מניעתו וענישתו של הפשע השמדת עמ	חוק בדבר מניעתו וענישתו של הפשע השמדת עם	האמנה נגד רצח עמ	האמנה נגד רצח עם	translated	0.965	DIFFERENT	
אמנת הג'נוסייד	אמנת הג'נוסייד	האמנה נגד רצח עמ	האמנה נגד רצח עם	translated	0.965	SAME	אמנת הג'נוסייד --[חלק_מ]--> המשפט הבינלאומי; ישראל --[violates]--> האמנה נגד רצח עם
הקמה של התנחלויות חדשות	הקמה של התנחלויות חדשות	הקמת יישוב חדש	הקמת יישוב חדש	translated	0.965	DIFFERENT	
הסכמ הביניימ	הסכם הביניים	הסכמי הביניימ	הסכמי הביניים	translated	0.964	DIFFERENT	
ועדת השרימ לענייני התיישבות	ועדת השרים לענייני התיישבות	ועדת השרימ להתיישבות	ועדת השרים להתיישבות	translated	0.964	DIFFERENT	
מאקרו, המרכז לכלכלה מדינית	מאקרו, המרכז לכלכלה מדינית	מרכז מאקרו לכלכלה מדינית	מרכז מאקרו לכלכלה מדינית	translated	0.964	SAME	מאקרו, המרכז לכלכלה מדינית --[published]--> מעקב התנחלויות – דו"ח מיוחד: התנחלויות בחזרה ושומרון בתקציב 2017-2018; מאקרו, המרכז לכלכלה מדינית --[provided_data_for]--> מחקר זה; מרכז מאקרו לכלכלה מדינית --[conducted_research_in]--> 2015; מרכז מאקרו לכלכלה מדינית --[conducted_research_in]--> 2016
החלטות מועצת הביטחונ 242	החלטות מועצת הביטחון 242	החלטת מועצת הביטחונ של האו"מ 242	החלטת מועצת הביטחון של האו"ם 242	translated	0.964	DIFFERENT	
וועדת השרימ לענייני התיישבות	וועדת השרים לענייני התיישבות	ועדת השרימ להתיישבות	ועדת השרים להתיישבות	translated	0.964	SAME	אורי בראון --[member_of]--> וועדת השרים לענייני התיישבות; אריאל שרון --[headed]--> וועדת השרים לענייני התיישבות; וועדת השרים לענייני התיישבות --[discussed]--> עפרה; זבולון המר --[member_of]--> וועדת השרים לענייני התיישבות
מגילת האו"מ	מגילת האו"ם	מגילת האומות המאוחדות	מגילת האומות המאוחדות	translated	0.964	SAME	בית הדין הבינלאומי לצדק --[מוסמך_על_ידי]--> מגילת האו"ם; מגילת האומות המאוחדות --[governs]--> מועצת הביטחון
פשעי מלחמה	פשעי מלחמה	פשע מלחמה	פשע מלחמה	translated	0.963	SAME	חמאס --[committed]--> פשעי מלחמה; טיהור אתני --[can_constitute]--> פשעי מלחמה; שלטון חמאס --[responsible_for]--> פשעי מלחמה; בית הדין הבינלאומי לצדק --[יש_סמכות_לחקור]--> פשע מלחמה; העברה בכפייה של אוכלוסייה --[היא]--> פשע מלחמה
ארכיאולוגיה בגדה המערבית	ארכיאולוגיה בגדה המערבית	ארכיאולוגיה בשטחי c בגדה המערבית	ארכיאולוגיה בשטחי C בגדה המערבית	translated	0.963	DIFFERENT	
צו 576	צו 576	צו מס' 576	צו מס' 576	translated	0.962	SAME	ד. רוזנפלד --[authored]--> צו 576; צו 576 --[closed_area]--> כוכב השחר
צו בדבר שימוש מפריע במקרקעינ	צו בדבר שימוש מפריע במקרקעין	צו בדבר שימוש מפריע במקרקעינ פרטיימ	צו בדבר שימוש מפריע במקרקעין פרטיים	translated	0.962	DIFFERENT	
זכות החשיבה, אסופת מאמרימ שלישית על הסכסוכ הישראלי-פלסטיני	זכות החשיבה, אסופת מאמרים שלישית על הסכסוך הישראלי-פלסטיני	זכות החשיבה, אסופת מאמרימ שנייה על הסכסוכ הישראלי-פלסטיני	זכות החשיבה, אסופת מאמרים שנייה על הסכסוך הישראלי-פלסטיני	translated	0.962	DIFFERENT	
new israel fund	New Israel Fund	הקרנ החדשה לישראל	הקרן החדשה לישראל	translated	0.962	SAME	יש דין --[supported_by]--> New Israel Fund; יש דין --[supported_by]--> הקרן החדשה לישראל
new israel fund	New Israel Fund	קרנ החדשה לישראל	קרן החדשה לישראל	translated	0.962	SAME	יש דין --[supported_by]--> New Israel Fund
אמנת האג בדבר הגנה על נכסי תרבות בעת סכסוכ מזוינ	אמנת האג בדבר הגנה על נכסי תרבות בעת סכסוך מזוין	האמנה להגנה על נכסי תרבות בשעת עימות מזוינ	האמנה להגנה על נכסי תרבות בשעת עימות מזוין	translated	0.962	SAME	אמנת האג בדבר הגנה על נכסי תרבות בעת סכסוך מזוין --[adopted_in]--> 1954; מדינת ישראל --[signed]--> אמנת האג בדבר הגנה על נכסי תרבות בעת סכסוך מזוין; ישראל --[signed]--> האמנה להגנה על נכסי תרבות בשעת עימות מזוין
מסילת הרכבת ירושלימ-תל אביב	מסילת הרכבת ירושלים-תל אביב	רכבת ירושלימ-ת"א	רכבת ירושלים-ת"א	translated	0.962	DIFFERENT	
שלטונ המנדט הבריטי	שלטון המנדט הבריטי	שלטונות המנדט הבריטי	שלטונות המנדט הבריטי	translated	0.961	SAME	שלטון המנדט הבריטי --[declared_antiquities_site]--> תל (ח'רבת) עלמית; שלטון המנדט הבריטי --[declared_historical_site]--> תל (ח'רבת) עלמית
ההתנחלות החדשה	ההתנחלות החדשה	התנחלות חדשה	התנחלות חדשה	translated	0.961	DIFFERENT	
זכות החשיבה, אסופת מאמרימ רביעית על הסכסוכ הישראלי-פלסטיני	זכות החשיבה, אסופת מאמרים רביעית על הסכסוך הישראלי-פלסטיני	זכות החשיבה, אסופת מאמרימ שלישית על הסכסוכ הישראלי-פלסטיני	זכות החשיבה, אסופת מאמרים שלישית על הסכסוך הישראלי-פלסטיני	translated	0.961	DIFFERENT	
המועצה האזורית גוש עציונ	המועצה האזורית גוש עציון	מועצת גוש עציונ	מועצת גוש עציון	translated	0.961	SAME	אמנה --[received_funding_from]--> המועצה האזורית גוש עציון; ההתנחלויות --[located_in]--> המועצה האזורית גוש עציון; חברה לפיתוח גוש עציון בע"מ --[בת_של]--> המועצה האזורית גוש עציון; המועצה האזורית גוש עציון --[controls]--> גוש ההתנחלויות שמדרום לבית לחם; המועצה האזורית גוש עציון --[established_in]--> 1980; המועצה האזורית גוש עציון --[supported]--> חוות צאן קדר; המועצה האזורית גוש עציון --[מינתה]--> יאיר בן דוד; המועצה האזורית גוש עציון --[מינתה]--> יוסי לויט; המועצה האזורית גוש עציון --[שואפת_לסלול]--> כביש 80; משה פרוכט --[worked_for]--> המועצה האזורית גוש עציון; המועצה האזורית גוש עציון --[documents]--> עבודת צוות קו כחול ב"גוש עציון"; המועצה האזורית גוש עציון --[published_on]--> דצמבר 2016
דרומ הרצועה	דרום הרצועה	דרומ רצועת עזה	דרום רצועת עזה	translated	0.961	SAME	מרכזי הסיוע --[located_in]--> דרום הרצועה; מוחמד אל-מישוחי --[resident_of]--> דרום רצועת עזה
מתנחלי החוות	מתנחלי החוות	מתנחלימ מהחווה	מתנחלים מהחווה	translated	0.961	DIFFERENT	
המפקד הצבאי בגדה המערבית	המפקד הצבאי בגדה המערבית	המפקד הצבאי לאזור הגדה המערבית	המפקד הצבאי לאזור הגדה המערבית	translated	0.96	SAME	המפקד הצבאי בגדה המערבית --[קבע_תחום_שיפוט_של]--> המועצה האזורית מטה בנימין; המפקד הצבאי בגדה המערבית --[קבע_תחום_שיפוט_של]--> ענתות-עלמון; המפקד הצבאי בגדה המערבית --[חתם]--> הכרזה; בג"ץ 7945/23 --[filed_against]--> המפקד הצבאי לאזור הגדה המערבית; בג"ץ 8112/23 --[filed_against]--> המפקד הצבאי לאזור הגדה המערבית
המפקד הצבאי בשטחי הגדה המערבית	המפקד הצבאי בשטחי הגדה המערבית	המפקד הצבאי לאזור הגדה המערבית	המפקד הצבאי לאזור הגדה המערבית	translated	0.96	SAME	המפקד הצבאי בשטחי הגדה המערבית --[operates_in]--> הגדה המערבית; בג"ץ 7945/23 --[filed_against]--> המפקד הצבאי לאזור הגדה המערבית; בג"ץ 8112/23 --[filed_against]--> המפקד הצבאי לאזור הגדה המערבית
הסכסוכ הישראלי-ערבי	הסכסוך הישראלי-ערבי	הסכסוכ הישראלי-פלסטיני-ערבי	הסכסוך הישראלי-פלסטיני-ערבי	translated	0.96	DIFFERENT	
זכות החשיבה, אסופת מאמרימ ראשונה על הסכסוכ הישראלי-פלסטיני	זכות החשיבה, אסופת מאמרים ראשונה על הסכסוך הישראלי-פלסטיני	זכות החשיבה, אסופת מאמרימ רביעית על הסכסוכ הישראלי-פלסטיני	זכות החשיבה, אסופת מאמרים רביעית על הסכסוך הישראלי-פלסטיני	translated	0.96	DIFFERENT	
המפקד הצבאי לאזור הגדה המערבית	המפקד הצבאי לאזור הגדה המערבית	מפקד הצבאי בגדה	מפקד הצבאי בגדה	translated	0.96	DIFFERENT	
כדס נבות	כדס נבות	כרמ נבות חקלאות	כרם נבות חקלאות	translated	0.96	DIFFERENT	
כרמ נבות היזרעאלי	כרם נבות היזרעאלי	כרמ נבות חקלאות	כרם נבות חקלאות	translated	0.96	DIFFERENT	
אדמות מדינה מוכרזות	אדמות מדינה מוכרזות	הכרזות על אדמות מדינה	הכרזות על אדמות מדינה	translated	0.959	DIFFERENT	
בסיס צבאי	בסיס צבאי	בסיסימ צבאיימ	בסיסים צבאיים	translated	0.959	DIFFERENT	
בסיסימ צבאיימ	בסיסים צבאיים	הבסיס הצבאי	הבסיס הצבאי	translated	0.959	DIFFERENT	
הנציב העליונ לזכויות אדמ של האו"מ	הנציב העליון לזכויות אדם של האו"ם	משרד נציבות האו"מ לזכויות אדמ	משרד נציבות האו"ם לזכויות אדם	translated	0.959	DIFFERENT	
בנ גוריונ	בן גוריון	בנ-גוריונ	בן-גוריון	translated	0.958	DIFFERENT	
זכות החשיבה, אסופת מאמרימ חמישית על הסכסוכ הישראלי-פלסטיני	זכות החשיבה, אסופת מאמרים חמישית על הסכסוך הישראלי-פלסטיני	זכות החשיבה, אסופת מאמרימ ראשונה על הסכסוכ הישראלי-פלסטיני	זכות החשיבה, אסופת מאמרים ראשונה על הסכסוך הישראלי-פלסטיני	translated	0.958	DIFFERENT	
המועצה האזורית מטה בנימינ	המועצה האזורית מטה בנימין	מועצת מטה בנימינ	מועצת מטה בנימין	translated	0.958	SAME	אלון שבות --[located_in]--> המועצה האזורית מטה בנימין; אלעזר --[located_in]--> המועצה האזורית מטה בנימין; אספר --[located_in]--> המועצה האזורית מטה בנימין; בבנון החדשה --[located_in]--> המועצה האזורית מטה בנימין; בית חורון --[located_in]--> המועצה האזורית מטה בנימין; בת עין --[located_in]--> המועצה האזורית מטה בנימין; גבע בנימין (אחים) --[located_in]--> המועצה האזורית מטה בנימין; המועצה האזורית מטה בנימין --[controls]--> שילה; המועצה האזורית מטה בנימין --[controls]--> תל שילה; המועצה האזורית מטה בנימין --[manages]--> תל שילה-ח'רבת סילון; המועצה האזורית מטה בנימין --[submitted_plan_to]--> ועדת המשנה להתיישבות; המועצה האזורית מטה בנימין --[working_on_plan_for]--> תל שילה-ח'רבת סילון
